,0
T,0.1973500513746238
E,0.2199760649842761
dataamount,3817390.0
a,4.0
gamma,0.0
T_calculate_max,0.0366415182916043
T_calculate_min,0.02043253151050882
T_transmit_max,0.07106483373412041
T_transmit_min,0.01736623646026818
E_calculate_max,0.029051679349624153
E_calculate_min,0.009033762629559626
E_transmit_max,0.006036449271526445
E_transmit_min,0.0008799235765984163
